id,mz,rt,rtmin,rtmax,mean_inten,DPT-D-60m,DPT-H-60m,DPT-M-60m,DPT-R-60m
728,476.26376,7.2476,7.0908,7.628,1287000.0,86000.0,84360.0,54590.0,50690.0
729,846.44146,7.2476,7.1759,7.3461,1104000.0,39560.0,23970.0,11300.0,11410.0
730,851.39668,7.2476,7.1804,7.4463,2388000.0,88110.0,41410.0,21730.0,20650.0
731,686.28468,7.2744,7.1901,7.4695,2247000.0,6474.0,105100.0,19230.0,22040.0
733,478.17068,7.345,7.147,8.267,17070000.0,2085000.0,2018000.0,1859000.0,2122000.0
734,483.12603,7.345,7.2316,7.7056,11700000.0,1214000.0,1313000.0,1309000.0,1287000.0
735,499.0997,7.345,7.2356,7.6769,1412000.0,131000.0,163600.0,151000.0,166100.0
736,506.20193,7.345,7.1628,7.6191,3340000.0,275600.0,352000.0,325300.0,318700.0
737,698.30138,7.359,7.2218,7.7912,811300.0,123300.0,96270.0,146100.0,94460.0
738,654.27515,7.3661,7.2316,7.7909,997400.0,153800.0,162100.0,164600.0,181600.0
741,714.27932,7.3804,7.2741,7.6912,41280000.0,79330.0,1951000.0,157200.0,99960.0
742,651.24782,7.3024,7.1901,7.5993,1679000.0,3608.0,123800.0,7503.0,8607.0
743,697.25319,7.3768,7.2999,7.6425,12290000.0,18690.0,577400.0,41670.0,23730.0
744,719.23473,7.3838,7.2999,7.5993,2694000.0,4367.0,123100.0,9254.0,5696.0
745,742.3231,7.3626,7.2879,7.5039,3560000.0,47450.0,111200.0,23840.0,24080.0
747,754.34765,7.4174,7.3039,7.6047,2348000.0,114100.0,,44650.0,68270.0
748,670.25378,7.4304,7.3557,7.5993,875100.0,91.31,40290.0,486.7,586.2
749,464.28178,7.3455,7.2336,7.8351,2403000.0,314500.0,32220.0,1987.0,2022.0
750,500.30204,7.3489,7.2336,7.8495,1012000.0,135600.0,13420.0,134.1,378.6
753,665.2639,7.5024,7.4172,7.6769,777000.0,10200.0,464.6,35080.0,28640.0
754,705.25619,7.5169,7.446,7.6911,1134000.0,15210.0,330.7,51060.0,41420.0
755,683.27444,7.5169,7.4172,7.8489,5295000.0,73290.0,2392.0,247100.0,197800.0
756,700.30142,7.5169,7.4176,7.8638,16150000.0,228300.0,10760.0,747200.0,626700.0
757,728.33381,7.5601,7.4316,7.7147,3761000.0,34990.0,2902.0,147600.0,112600.0
761,524.37251,7.5673,7.3039,7.9937,529800.0,141200.0,14270.0,59870.0,67.03
765,686.32173,7.6623,7.5758,8.0208,2914000.0,46890.0,,25050.0,159500.0
766,669.29524,7.6623,7.59,7.8053,1091000.0,18400.0,,9746.0,58370.0
768,804.21328,7.6754,7.556,7.8345,710500.0,30730.0,9534.0,24560.0,34220.0
770,714.35332,7.6671,7.59,7.8341,1940000.0,22590.0,,12760.0,104500.0
771,726.33309,7.6898,7.5468,7.9022,685400.0,51180.0,55700.0,53750.0,54100.0
772,682.30681,7.7042,7.628,8.1488,800200.0,78940.0,80390.0,68530.0,89670.0
773,506.20225,7.7078,7.5615,8.7095,5397000.0,529500.0,622400.0,539100.0,541900.0
774,511.15746,7.7078,7.628,8.565,1078000.0,104700.0,149000.0,90380.0,105400.0
775,527.13151,7.7114,7.5903,8.0321,552100.0,41930.0,59190.0,49340.0,43570.0
776,460.24588,7.578,7.484,7.6769,3018000.0,152000.0,143200.0,157800.0,153700.0
777,415.18814,7.5744,7.484,7.6768,2294000.0,119000.0,110700.0,120300.0,112600.0
779,437.17005,7.6213,7.4895,7.9167,919300.0,41120.0,40710.0,37310.0,35480.0
781,425.19407,7.7616,7.6622,7.9889,942700.0,18560.0,51800.0,35630.0,36990.0
782,483.12607,7.7112,7.5615,7.9504,1820000.0,346800.0,200900.0,176500.0,151100.0
784,402.39388,7.801,7.7055,7.9649,637200.0,36490.0,2273.0,26130.0,36660.0
786,714.23909,7.8623,7.7579,8.4812,3323000.0,425300.0,486800.0,440800.0,516000.0
787,742.27025,7.8623,7.729,8.2189,1118000.0,124700.0,159800.0,138100.0,156000.0
788,752.33208,7.8634,7.7626,8.0501,1717000.0,19630.0,,55940.0,77630.0
789,719.1944,7.8659,7.7579,8.1488,2702000.0,192200.0,203600.0,287400.0,310000.0
790,698.28913,7.8695,7.7147,7.9937,1400000.0,59120.0,17850.0,16930.0,21170.0
793,527.29628,8.0419,7.863,8.6541,10730000.0,98870.0,47560.0,363600.0,1117000.0
794,570.25645,8.0419,7.8919,8.1756,1123000.0,12120.0,5106.0,41870.0,61630.0
797,528.30378,8.1567,8.0351,8.267,1691000.0,84780.0,7637.0,69360.0,93570.0
798,478.29273,8.0922,7.9072,8.4525,1594000.0,70060.0,54580.0,91790.0,77270.0
799,524.27471,8.0135,7.9208,8.106,1092000.0,52610.0,10990.0,33860.0,58470.0
800,502.29271,8.1173,7.9208,8.4687,6764000.0,327500.0,82000.0,248200.0,369500.0
802,580.27502,8.0206,7.8878,8.4812,1240000.0,239000.0,284900.0,250900.0,300600.0
804,443.1828,8.0492,7.96,8.5795,5988000.0,387900.0,432500.0,402700.0,380500.0
805,460.20926,8.0492,7.96,8.5247,1522000.0,92940.0,93500.0,110600.0,90890.0
806,488.24142,8.0527,7.96,8.5824,10880000.0,763000.0,776300.0,817900.0,775800.0
807,465.16467,8.0563,7.9645,8.5823,3592000.0,218900.0,220100.0,235800.0,240800.0
808,684.30781,8.0347,7.8485,8.2237,1541000.0,70690.0,616.2,22230.0,79330.0
809,712.3407,8.067,7.9072,8.1949,989600.0,43400.0,1340.0,13460.0,49380.0
810,719.19424,7.9812,7.8928,8.1469,1780000.0,132800.0,121600.0,139800.0,127900.0
812,700.30136,8.0813,7.9067,8.3655,920500.0,14500.0,1259.0,34760.0,81440.0
813,526.29299,8.0742,7.7909,8.7546,36310000.0,416600.0,154900.0,1298000.0,1860000.0
814,548.27464,8.0419,7.8485,8.4237,5193000.0,45950.0,20610.0,172800.0,268100.0
815,955.26272,8.117,7.9921,8.2767,828600.0,8114.0,40500.0,10230.0,12880.0
823,1045.36772,8.2971,8.2065,8.4092,823100.0,44660.0,1066.0,29420.0,47830.0
824,542.32144,8.3224,8.2189,8.4687,908300.0,25760.0,63370.0,28230.0,28620.0
825,520.33975,8.3224,8.2076,8.4667,7737000.0,206400.0,525900.0,231600.0,244800.0
826,594.16029,8.3404,8.2354,8.5245,1375000.0,63880.0,4136.0,40260.0,69340.0
827,719.19418,8.3404,8.2045,8.4814,978200.0,77550.0,67340.0,103200.0,103500.0
828,528.30857,8.3369,8.1788,8.5264,1193000.0,92320.0,10160.0,14080.0,53370.0
829,608.30624,8.362,8.2237,8.6129,937700.0,144200.0,138300.0,135400.0,142500.0
830,546.35063,8.3548,8.0941,8.6559,1422000.0,276900.0,34440.0,130700.0,13760.0
831,524.37291,8.4054,7.9067,9.2873,11270000.0,2474000.0,323700.0,1251000.0,96.61
832,568.33988,8.2178,8.1069,8.3086,4595000.0,114800.0,35940.0,283100.0,194000.0
833,590.32116,8.2178,8.1228,8.3221,539900.0,12200.0,3344.0,30910.0,21730.0
834,544.33979,8.2683,8.0747,8.3804,3803000.0,251000.0,109200.0,123500.0,241200.0
835,616.46299,8.4666,8.2643,8.798,651600.0,89790.0,55090.0,85240.0,107600.0
836,528.41056,8.4666,8.2509,8.7138,795400.0,103800.0,81530.0,86920.0,73520.0
837,572.43679,8.4666,8.2767,8.668,778300.0,102200.0,78700.0,82430.0,78310.0
838,483.12598,8.5278,8.3199,8.7095,797300.0,209100.0,237700.0,221800.0,164900.0
839,570.3531,8.4883,8.3373,8.6973,741900.0,58040.0,12290.0,15090.0,25960.0
840,520.33958,8.5532,8.4498,8.8961,3254000.0,147200.0,311400.0,164800.0,116100.0
841,869.2621,8.5496,8.3632,8.8401,1617000.0,98160.0,88540.0,35440.0,158000.0
842,454.29253,8.5676,8.4255,8.8689,2353000.0,150300.0,113100.0,141100.0,23570.0
845,762.27551,8.6286,8.4522,9.0677,815500.0,122700.0,155700.0,128800.0,129300.0
846,667.27914,8.6503,8.4976,9.0126,9847000.0,224900.0,3621.0,382100.0,523900.0
847,684.30589,8.6503,8.5247,9.182,25090000.0,582100.0,12330.0,986700.0,1347000.0
848,689.26099,8.6539,8.4812,8.8544,3072000.0,67550.0,982.3,115400.0,159800.0
849,712.33689,8.6539,8.3655,8.8545,3085000.0,59080.0,677.9,106200.0,153600.0
850,767.23072,8.6827,8.5219,9.1963,973400.0,195700.0,178800.0,175100.0,129900.0
852,414.30326,8.78,8.6256,8.9982,1577000.0,106200.0,26700.0,83490.0,111200.0
853,480.30819,8.8049,8.6806,9.0569,1139000.0,100200.0,60450.0,59980.0,15840.0
854,653.29995,8.8119,8.7114,9.1532,9126000.0,494300.0,169.0,138000.0,532400.0
855,670.32552,8.8548,8.6993,9.0711,16060000.0,831900.0,475.3,241300.0,919300.0
856,698.35803,8.8155,8.7114,9.1267,14560000.0,674400.0,260.5,199700.0,835300.0
857,675.27766,8.7975,8.7117,9.0993,2799000.0,148900.0,97.71,39820.0,160100.0
858,786.2023,8.9263,8.7832,9.1408,3398000.0,177700.0,11340.0,113200.0,199300.0
859,577.35533,8.9513,8.8401,9.1251,1696000.0,121400.0,19990.0,91570.0,125100.0
860,425.21401,9.0942,8.9404,9.5783,1904000.0,162300.0,132700.0,159000.0,154900.0
861,668.31065,9.0982,8.6704,9.344,6454000.0,368700.0,,149600.0,258800.0
862,696.34172,9.0977,8.6559,9.3842,7847000.0,459500.0,385.0,194000.0,347800.0
863,651.28407,9.0982,8.7998,9.344,2935000.0,174700.0,,68240.0,118600.0
864,758.56858,9.191,8.2643,9.5649,4025000.0,450800.0,187900.0,1227000.0,2647000.0
866,820.59801,9.1913,8.9852,9.8232,3603000.0,703700.0,815400.0,661000.0,827000.0
867,776.5719,9.198,9.0259,9.8421,7248000.0,1565000.0,1540000.0,1198000.0,1603000.0
868,557.44481,9.2314,9.0105,9.8386,9264000.0,1340000.0,1307000.0,1897000.0,1302000.0
869,892.61888,9.2213,9.0259,9.4625,2913000.0,404800.0,415000.0,392400.0,319800.0
870,732.54588,9.2213,9.0545,9.8222,12440000.0,2748000.0,2571000.0,2247000.0,2604000.0
871,688.51985,9.2246,9.0687,9.8155,17950000.0,3141000.0,3799000.0,3160000.0,3800000.0
872,600.4676,9.2347,9.0828,9.8293,28640000.0,6253000.0,5967000.0,5359000.0,5995000.0
873,644.4937,9.2348,9.0687,9.8386,23190000.0,5264000.0,4528000.0,5043000.0,5046000.0
874,806.56988,9.2347,8.1921,9.4486,3053000.0,154200.0,493100.0,184700.0,1799000.0
875,556.44153,9.2413,9.096,9.8386,28940000.0,6010000.0,5600000.0,6059000.0,6033000.0
876,512.4154,9.2513,9.097,9.8386,23180000.0,5110000.0,4846000.0,4889000.0,4361000.0
877,848.59285,9.2481,9.0853,9.8097,4464000.0,595200.0,813200.0,623300.0,634600.0
878,424.3626,9.2513,9.096,9.7294,4320000.0,967100.0,836200.0,811900.0,855600.0
879,468.38908,9.2547,9.097,9.8293,11310000.0,2589000.0,2232000.0,2412000.0,2432000.0
880,804.56714,9.2614,9.097,9.6952,5639000.0,815700.0,654500.0,826300.0,885700.0
881,760.54086,9.2749,9.1251,9.8386,7166000.0,1379000.0,1358000.0,1305000.0,1011000.0
882,716.51475,9.2881,9.1522,9.7827,8863000.0,1566000.0,1610000.0,1260000.0,1280000.0
883,782.5681,9.366,8.2911,9.6433,7919000.0,156200.0,6540000.0,671700.0,4064000.0
884,672.48858,9.315,9.1669,9.8222,9365000.0,1843000.0,1491000.0,1482000.0,1782000.0
885,496.33943,9.3323,9.097,9.7295,4102000.0,606800.0,264200.0,601700.0,162000.0
886,628.46246,9.3423,9.1803,10.0182,9958000.0,2145000.0,1896000.0,1864000.0,1862000.0
887,584.43638,9.3556,9.1932,9.8155,10540000.0,1606000.0,1616000.0,1554000.0,1882000.0
888,540.41045,9.3827,9.2229,10.2621,9571000.0,1768000.0,2207000.0,1308000.0,1683000.0
889,758.56838,9.2851,8.5102,9.6773,4127000.0,297800.0,31370.0,3244000.0,587900.0
890,496.38386,9.4032,9.2596,9.8222,7087000.0,1371000.0,1104000.0,1056000.0,1078000.0
891,452.35761,9.4239,9.274,9.8222,4157000.0,805800.0,650500.0,559500.0,553700.0
892,834.61393,9.558,9.4074,10.0703,6668000.0,1463000.0,1140000.0,949900.0,1028000.0
893,790.58764,9.5941,9.3981,10.1942,13580000.0,2330000.0,2665000.0,1873000.0,1936000.0
894,746.56165,9.5973,9.4074,10.6338,21440000.0,5774000.0,4574000.0,3170000.0,3283000.0
895,764.52142,9.6227,8.7114,9.8155,6873000.0,2808000.0,668.9,3554000.0,13010.0
896,702.53554,9.6201,9.3942,10.2072,31820000.0,5624000.0,6990000.0,4758000.0,4987000.0
897,614.48344,9.6233,9.3403,10.7179,51390000.0,14510000.0,11690000.0,7793000.0,8044000.0
898,658.50944,9.6266,9.3534,10.2072,41930000.0,7515000.0,9548000.0,6394000.0,6513000.0
899,663.46265,9.7779,9.6238,10.0927,6173000.0,413100.0,183700.0,261800.0,544200.0
900,570.45727,9.6394,9.3403,10.2072,55880000.0,9625000.0,12460000.0,8277000.0,8459000.0
901,526.43115,9.6427,9.4213,10.2072,49520000.0,8442000.0,10810000.0,7275000.0,7255000.0
902,575.4127,9.7779,9.4213,10.1376,9929000.0,353600.0,819100.0,422600.0,901400.0
903,438.37847,9.649,9.4348,10.1942,10790000.0,1864000.0,2118000.0,1497000.0,1423000.0
904,443.33377,9.6651,9.3005,10.0852,5232000.0,559600.0,1128000.0,971100.0,773600.0
906,482.40478,9.662,9.3403,10.2072,28140000.0,4846000.0,6088000.0,4089000.0,3994000.0
907,487.36024,9.7812,9.4625,10.1376,8348000.0,413000.0,941800.0,381300.0,775500.0
908,531.38657,9.7814,9.6363,10.104,10020000.0,340400.0,263200.0,426500.0,928700.0
909,659.28626,9.6846,9.5753,9.8022,8892000.0,445800.0,47210.0,164300.0,187300.0
910,780.5518,9.7875,9.5849,10.0442,3046000.0,590400.0,366700.0,150800.0,309500.0
911,1295.58444,9.6845,9.6011,9.8354,7795000.0,289600.0,12440.0,58260.0,86370.0
913,637.30479,9.6781,9.4254,10.065,49580000.0,2857000.0,302100.0,728800.0,748400.0
914,654.33134,9.6813,9.5753,10.0771,21700000.0,997000.0,139800.0,326500.0,366200.0
915,682.36253,9.6845,9.4265,9.9936,58400000.0,3676000.0,612000.0,1176000.0,1112000.0
916,619.43887,9.7779,9.4348,10.1376,8307000.0,281100.0,668600.0,344400.0,747000.0
919,782.5681,9.7841,9.5849,10.0252,5287000.0,171900.0,1477000.0,189300.0,1136000.0
922,449.19897,9.8214,9.3576,10.0252,3485000.0,125400.0,98450.0,133200.0,453800.0
923,707.49111,9.791,9.6883,10.0252,4299000.0,109600.0,41570.0,148800.0,387600.0
929,406.32883,9.8248,9.5065,10.0703,11780000.0,1961000.0,706300.0,1132000.0,1369000.0
931,493.22526,9.8214,9.3849,10.0252,3569000.0,107200.0,75010.0,93280.0,388700.0
932,561.39707,9.8283,9.3303,10.0905,3030000.0,98560.0,97550.0,129700.0,483900.0
933,760.57761,9.9218,9.7287,10.9846,10900000.0,3226000.0,2839000.0,2278000.0,2949000.0
934,804.60339,9.9279,9.3849,10.5513,6386000.0,1574000.0,1213000.0,1171000.0,1506000.0
935,512.41565,9.8445,9.7346,10.6076,3658000.0,1111000.0,1159000.0,1513000.0,1086000.0
936,644.49398,9.8448,9.7346,10.231,3737000.0,1160000.0,1216000.0,878900.0,1141000.0
937,556.44179,9.891,9.7417,10.5459,4633000.0,1385000.0,1450000.0,1062000.0,2183000.0
938,600.46789,9.891,9.7417,10.5459,4651000.0,1367000.0,1431000.0,1033000.0,2107000.0
939,628.49925,9.9344,9.4348,10.9003,31240000.0,8209000.0,8217000.0,5710000.0,7236000.0
940,672.52526,9.9344,9.4393,11.0406,24640000.0,6723000.0,4784000.0,3435000.0,5792000.0
941,716.55131,9.9344,9.4254,10.6781,17090000.0,4415000.0,4059000.0,3163000.0,4156000.0
942,584.4731,9.9378,9.4254,11.1103,35330000.0,9749000.0,9622000.0,6388000.0,7616000.0
943,540.44693,9.9538,9.4254,11.1321,33200000.0,9214000.0,9280000.0,6165000.0,7235000.0
944,496.42065,9.99,9.5454,11.1182,20640000.0,5957000.0,6140000.0,4112000.0,4739000.0
945,452.39431,9.9734,9.7959,11.0621,8101000.0,2335000.0,2200000.0,1600000.0,1564000.0
946,804.55504,10.1903,9.9853,10.4001,5409000.0,166100.0,789500.0,196100.0,405100.0
947,780.55226,10.1971,9.959,10.439,4900000.0,753200.0,426200.0,556700.0,393700.0
948,758.56899,10.1971,10.0054,10.4108,4116000.0,420500.0,171700.0,829900.0,503100.0
949,782.56852,10.2006,9.9422,10.4141,7465000.0,191500.0,1850000.0,477000.0,810700.0
950,429.40502,10.2689,9.8629,10.5686,10350000.0,1696000.0,592700.0,534800.0,532800.0
951,406.32919,10.2824,9.9936,10.907,108300000.0,20380000.0,12120000.0,7370000.0,8547000.0
953,789.66886,10.2895,10.1392,10.7179,5441000.0,525100.0,308300.0,100100.0,285200.0
954,782.56902,10.4944,10.3088,10.7091,3628000.0,162500.0,1064000.0,365500.0,859200.0
955,531.38714,10.5259,10.3688,10.7712,1930000.0,45950.0,44570.0,96930.0,227200.0
956,575.4132,10.5119,10.3688,10.7712,2035000.0,32710.0,127000.0,104700.0,243900.0
957,1199.77424,11.0,10.664,11.4982,2100000.0,272200.0,,523600.0,2516.0
958,434.36054,11.0647,10.732,12.0102,4214000.0,552600.0,345600.0,274100.0,369100.0
959,406.32918,11.0752,10.8761,11.4636,8999000.0,2670000.0,1954000.0,1580000.0,2167000.0
960,1194.8184,11.0702,10.6357,11.6538,3708000.0,631700.0,,989300.0,8008.0
961,782.56895,11.0787,10.8723,11.2717,6383000.0,239600.0,856100.0,405000.0,546200.0
962,808.58405,11.0823,10.8845,11.2717,2800000.0,111900.0,410400.0,271200.0,241600.0
963,804.5545,11.0823,10.4001,11.5138,6083000.0,165300.0,1360000.0,194600.0,617200.0
964,719.1948,11.0822,10.8986,11.4135,2836000.0,631600.0,415400.0,372400.0,436200.0
965,780.55255,11.0823,10.7147,11.4756,4297000.0,920000.0,326500.0,599700.0,583500.0
966,758.56956,11.0823,10.8929,11.2789,3399000.0,341700.0,142900.0,575700.0,318500.0
967,651.38506,11.5779,11.2649,11.7707,2273000.0,242700.0,,195.1,463.4
968,610.18432,11.6077,9.7294,12.0102,3019000.0,3968000.0,658800.0,2274000.0,648300.0
969,607.38289,11.6042,11.0406,11.8834,3658000.0,403100.0,10170.0,199400.0,387800.0
970,939.59537,11.6042,11.3071,11.841,2937000.0,387800.0,6167.0,142100.0,208000.0
971,934.63994,11.6077,11.3211,11.8461,3375000.0,403000.0,8462.0,190700.0,311600.0
